trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,group,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,custom_timer_ended_trial,interval_id,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_time_series,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_berlin_numeracy,task_admc_dr,task_coherence_forecasting,task_cognitive_reflection,task_admc_a1,task_number_series,task_leapfrog,task_raven_matrix,stimulus,slider_start,response,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,question_order,BNS_1,BNS_2,BNS_3,BNS_4,moved_sliders,cfs_id,cfs_response,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,list_id
html-keyboard-response,165,1259496,0.0-13.0-7.0-0.0-1.6,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,912.0,False,151.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,6.0,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.09,0.1,400.0,10.0,36.0,1.0,364.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,166,1260498,0.0-13.0-7.0-0.0-2.6,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,167,1260799,0.0-13.0-7.0-0.0-0.7,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,168,1263680,0.0-13.0-7.0-0.0-1.7,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,2880.0,False,154.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,7.0,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,169,1264682,0.0-13.0-7.0-0.0-2.7,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,170,1264983,0.0-13.0-7.0-0.0-0.8,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,171,1267441,0.0-13.0-7.0-0.0-1.8,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,2456.0,False,158.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,8.0,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.36,10.0,400.0,3.0,144.0,7.0,256.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,172,1268442,0.0-13.0-7.0-0.0-2.8,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,173,1268758,0.0-13.0-7.0-0.0-0.9,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,174,1274569,0.0-13.0-7.0-0.0-1.9,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,5810.0,False,161.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,9.0,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.1,0.12,10.0,400.0,1.0,48.0,9.0,352.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,175,1275571,0.0-13.0-7.0-0.0-2.9,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,176,1275872,0.0-13.0-7.0-0.0-0.10,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,177,1279065,0.0-13.0-7.0-0.0-1.10,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,3191.0,False,164.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,10.0,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.22,0.2,400.0,10.0,88.0,2.0,312.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,178,1280066,0.0-13.0-7.0-0.0-2.10,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,179,1280367,0.0-13.0-7.0-0.0-0.11,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,180,1284720,0.0-13.0-7.0-0.0-1.11,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,4352.0,False,167.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,11.0,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.2,0.28,10.0,400.0,2.0,112.0,8.0,288.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,181,1285722,0.0-13.0-7.0-0.0-2.11,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,182,1286023,0.0-13.0-7.0-0.0-0.12,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,183,1287889,0.0-13.0-7.0-0.0-1.12,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,1864.0,False,171.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,12.0,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.27,10.0,400.0,3.0,108.0,7.0,292.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,184,1288890,0.0-13.0-7.0-0.0-2.12,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,185,1289191,0.0-13.0-7.0-0.0-0.13,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,186,1292592,0.0-13.0-7.0-0.0-1.13,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,3401.0,False,174.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,13.0,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.03,0.1,400.0,10.0,12.0,1.0,388.0,9.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,187,1293594,0.0-13.0-7.0-0.0-2.13,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,188,1293895,0.0-13.0-7.0-0.0-0.14,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,189,1302000,0.0-13.0-7.0-0.0-1.14,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,8104.0,False,178.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,14.0,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,190,1303001,0.0-13.0-7.0-0.0-2.14,jrnhmVKt7CnPWS0OWMII,33ff78,2,2.0,p5bY6MRaajBlnoMdRAvyO5gMIh,FlM4FSUMkEHPKmT4SX01bQ7Xr5,1920.0,1080.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
