"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","cfs_id","cfs_response"
"mRky0EoqfAjSkGXCec08zizC1Q","XPIoIXpu61I2QH5fymoHKsR075",154742,17,FALSE,22005,"['space1', 'space2', 'space3']","['79', '89', '95']"
"mRky0EoqfAjSkGXCec08zizC1Q","XPIoIXpu61I2QH5fymoHKsR075",169464,18,FALSE,14720,"['space4', 'space5', 'space6']","['9', '20', '29']"
"mRky0EoqfAjSkGXCec08zizC1Q","XPIoIXpu61I2QH5fymoHKsR075",189604,19,FALSE,20139,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['34', '44', '55']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",92724,12,FALSE,56228,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['20', '20', '100', '1', '100']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",116315,13,FALSE,23588,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['70', '60', '79']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",141467,14,FALSE,25149,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['29', '9', '1']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",164457,15,FALSE,22987,"['time1', 'time2', 'time3']","['30', '69', '89']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",186693,16,FALSE,22233,"['time4', 'time5', 'time6']","['7', '39', '60']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",210133,17,FALSE,23436,"['space1', 'space2', 'space3']","['100', '100', '100']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",228721,18,FALSE,18585,"['space4', 'space5', 'space6']","['69', '100', '100']"
"MRR9jrOlCjMQWc7pisrubRConZ","E9fRBCvIvYnKx8ndDqj2iyMNIw",262579,19,FALSE,33855,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['72', '81', '100']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",993202,75,FALSE,32687,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['20', '30', '85', '22', '91']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1020833,76,FALSE,27624,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['20', '0', '93']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1032570,77,FALSE,11731,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['81', '100', '12']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1056190,78,FALSE,23615,"['time1', 'time2', 'time3']","['25', '20', '14']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1066535,79,FALSE,10340,"['time4', 'time5', 'time6']","['32', '35', '51']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1086299,80,FALSE,19759,"['space1', 'space2', 'space3']","['66', '77', '100']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1098702,81,FALSE,12399,"['space4', 'space5', 'space6']","['69', '79', '100']"
"MSAyv79bVroqO4GfmgzfqA7Bhp","8LvryW50uY1yxgcqq2kwk5o3io",1110659,82,FALSE,11952,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['70', '43', '28']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1038848,36,FALSE,63194,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['10', '14', '69', '20', '89']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1062645,37,FALSE,23788,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['80', '91', '97']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1108779,38,FALSE,46130,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['15', '16', '10']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1130844,39,FALSE,22059,"['time1', 'time2', 'time3']","['9', '9', '4']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1144560,40,FALSE,13714,"['time4', 'time5', 'time6']","['4', '6', '13']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1171862,41,FALSE,27299,"['space1', 'space2', 'space3']","['79', '86', '97']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1187994,42,FALSE,16130,"['space4', 'space5', 'space6']","['9', '20', '42']"
"MULkyWJONBTsSO3p605BsqDPtV","aeTeeRt8e367bwHWVEpl5hEO2r",1213270,43,FALSE,25273,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['40', '47', '56']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",151900,12,FALSE,70426,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '29', '89', '16', '91']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",179137,13,FALSE,27233,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['100', '100', '96']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",201070,14,FALSE,21928,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['0', '0', '5']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",220420,15,FALSE,19345,"['time1', 'time2', 'time3']","['15', '20', '30']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",233363,16,FALSE,12937,"['time4', 'time5', 'time6']","['40', '49', '60']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",271630,17,FALSE,38261,"['space1', 'space2', 'space3']","['51', '79', '100']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",289898,18,FALSE,18263,"['space4', 'space5', 'space6']","['70', '81', '100']"
"mVc6GDjwzVL77t4jCVFDU8J1lE","5ZwuPUJIQRHokGfzWBRNsVMOEg",319311,19,FALSE,29409,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['40', '62', '89']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",827919,21,FALSE,80683,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['25', '29', '60', '33', '79']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",867667,22,FALSE,39743,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['30', '1', '40']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",895995,23,FALSE,28327,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['30', '60', '50']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",920800,24,FALSE,24803,"['time1', 'time2', 'time3']","['19', '29', '50']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",940292,25,FALSE,19490,"['time4', 'time5', 'time6']","['20', '29', '40']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",969967,26,FALSE,29673,"['space1', 'space2', 'space3']","['59', '68', '100']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",993301,27,FALSE,23333,"['space4', 'space5', 'space6']","['40', '50', '70']"
"MvrGgZJv1myNfed00vQL0LXw4U","YVsTIXV4SJ2k3VkZy5GoMnjghI",1024509,28,FALSE,31206,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['59', '64', '75']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",986480,599,FALSE,76927,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '39', '69', '29', '89']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1008327,600,FALSE,21845,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['80', '58', '68']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1038072,601,FALSE,29742,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['29', '40', '39']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1056312,602,FALSE,18238,"['time1', 'time2', 'time3']","['59', '79', '90']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1065930,603,FALSE,9617,"['time4', 'time5', 'time6']","['19', '29', '40']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1095407,604,FALSE,29475,"['space1', 'space2', 'space3']","['69', '84', '96']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1116411,605,FALSE,21001,"['space4', 'space5', 'space6']","['59', '69', '79']"
"mWTxYWVcW36ErK1bpHcFbcXWbS","3Q5URdc81soy1krNfrAorBrOky",1141970,606,FALSE,25556,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['69', '80', '90']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4258842,757,FALSE,90899,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['1', '27', '67', '40', '84']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4286913,758,FALSE,28068,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['36', '94', '55']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4316945,759,FALSE,30029,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['41', '16', '27']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4339905,760,FALSE,22957,"['time1', 'time2', 'time3']","['24', '38', '43']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4355049,761,FALSE,15141,"['time4', 'time5', 'time6']","['5', '9', '12']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4416057,762,TRUE,61006,"['space1', 'space2', 'space3']","['46', '64', '96']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4459588,763,FALSE,43526,"['space4', 'space5', 'space6']","['27', '38', '97']"
"mxqn2JfwLCRA0pIOIEnLTxxLzG","C6BksH8Y7BxLZEKhxHlAbR8zir",4493472,764,FALSE,33882,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['29', '44', '59']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1672405,111,FALSE,53915,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['10', '20', '89', '20', '100']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1710037,112,FALSE,37628,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['85', '70', '80']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1738497,113,FALSE,28458,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['24', '30', '15']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1771288,114,FALSE,32787,"['time1', 'time2', 'time3']","['40', '55', '70']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1794006,115,FALSE,22715,"['time4', 'time5', 'time6']","['10', '20', '31']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1834904,116,FALSE,40896,"['space1', 'space2', 'space3']","['55', '70', '100']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1881221,117,FALSE,46315,"['space4', 'space5', 'space6']","['25', '55', '90']"
"MZG2W0Y8pPJODMBN2T4GGoe8cU","saUZ55D4PrF3UYM1FToBWVaOTC",1920549,118,FALSE,39325,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['55', '75', '90']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3235939,522,FALSE,48357,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '20', '30', '40', '54']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3264750,523,FALSE,28807,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['95', '57', '95']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3276922,524,FALSE,12170,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['12', '44', '8']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3306011,525,FALSE,29086,"['time1', 'time2', 'time3']","['7', '14', '19']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3331836,526,FALSE,25823,"['time4', 'time5', 'time6']","['55', '69', '84']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3352549,527,FALSE,20710,"['space1', 'space2', 'space3']","['100', '100', '100']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3369823,528,FALSE,17272,"['space4', 'space5', 'space6']","['44', '63', '100']"
"N0g4ThkNi5uzTjmm3iSULR3qCr","AtsPbB4lihrT4Nw3v0nAZ5nPhq",3403954,529,FALSE,34128,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['69', '82', '89']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18601294,1229,FALSE,30900,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['28', '49', '67', '44', '98']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18618342,1230,FALSE,17026,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['90', '0', '97']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18629996,1231,FALSE,11639,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['3', '94', '1']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18644753,1232,FALSE,14747,"['time1', 'time2', 'time3']","['0', '5', '4']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18657588,1233,FALSE,12825,"['time4', 'time5', 'time6']","['56', '84', '98']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18668448,1234,FALSE,10846,"['space1', 'space2', 'space3']","['88', '96', '100']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18678543,1235,FALSE,10085,"['space4', 'space5', 'space6']","['29', '37', '79']"
"N131zSWY0X3Qg2VRGOpwQkj82S","AkWOjmK0CRgRSxkoO71BaIPAq3",18692129,1236,FALSE,13576,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['67', '82', '84']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97056216,643,FALSE,48081,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['17', '32', '68', '41', '74']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97076961,644,FALSE,20739,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['83', '98', '84']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97105118,645,FALSE,28152,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['61', '100', '60']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97122637,646,FALSE,17514,"['time1', 'time2', 'time3']","['20', '30', '41']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97139217,647,FALSE,16578,"['time4', 'time5', 'time6']","['44', '53', '62']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97158924,648,FALSE,19702,"['space1', 'space2', 'space3']","['86', '90', '97']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97175243,649,FALSE,16314,"['space4', 'space5', 'space6']","['41', '44', '33']"
"N2ZEdEvsWKUISu6XYATb9RVv8m","84FgL1aA1TYvHnJ2ASNzpf965O",97197090,650,FALSE,21845,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['77', '77', '77']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3437445,508,FALSE,96534,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['24', '30', '89', '29', '100']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3489706,509,FALSE,52253,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['100', '100', '70']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3547429,510,FALSE,57716,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['3', '0', '41']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3582635,511,FALSE,35198,"['time1', 'time2', 'time3']","['50', '50', '50']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3618608,512,FALSE,35966,"['time4', 'time5', 'time6']","['60', '80', '80']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3656438,513,FALSE,37824,"['space1', 'space2', 'space3']","['100', '100', '100']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3699889,514,FALSE,43444,"['space4', 'space5', 'space6']","['30', '39', '20']"
"n43iSH5SP97EkAIOkyEbKkHxgw","zA3sAShLDcvIqwDOJtqsBQfDXY",3760894,515,TRUE,60997,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['90', '70', '0']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2261720,993,FALSE,31428,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '10', '49', '10', '50']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2280520,994,FALSE,18798,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['60', '70', '63']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2298728,995,FALSE,18206,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['59', '49', '50']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2317314,996,FALSE,18584,"['time1', 'time2', 'time3']","['40', '51', '50']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2330160,997,FALSE,12844,"['time4', 'time5', 'time6']","['20', '18', '20']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2341200,998,FALSE,11038,"['space1', 'space2', 'space3']","['50', '49', '50']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2359992,999,FALSE,18790,"['space4', 'space5', 'space6']","['89', '88', '87']"
"N4cI5F1rffqm0mejbjuY5o1LX8","E3VgvFu6VabTvxQrqVCmi2xEu6",2373298,1000,FALSE,13304,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['90', '91', '87']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45854967,1174,FALSE,44451,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['50', '67', '70', '72', '83']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45882302,1175,FALSE,27331,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['100', '80', '82']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45900148,1176,FALSE,17842,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['0', '30', '11']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45928162,1177,FALSE,28011,"['time1', 'time2', 'time3']","['30', '50', '74']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45938118,1178,FALSE,9952,"['time4', 'time5', 'time6']","['31', '43', '61']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45953764,1179,FALSE,15643,"['space1', 'space2', 'space3']","['50', '78', '83']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",45981285,1180,FALSE,27517,"['space4', 'space5', 'space6']","['55', '69', '82']"
"N4RHtA8KpXQrWAtlg1FJPQPJyt","8mqH9dW7F9XkPZyBqhx8n4qup3",46005583,1181,FALSE,24293,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['9', '81', '84']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129566960,1023,FALSE,37717,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['3', '16', '77', '24', '92']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129585008,1024,FALSE,18042,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['90', '100', '82']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129598170,1025,FALSE,13158,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['14', '0', '17']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129611352,1026,FALSE,13179,"['time1', 'time2', 'time3']","['1', '2', '3']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129622237,1027,FALSE,10882,"['time4', 'time5', 'time6']","['4', '11', '29']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129637751,1028,FALSE,15510,"['space1', 'space2', 'space3']","['1', '36', '100']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129649040,1029,FALSE,11286,"['space4', 'space5', 'space6']","['0', '7', '91']"
"n5wiwDAtYpfu4TG2697NLC2fHH","Qpza42DODWHmfKOrOhMphRfv7n",129659887,1030,FALSE,10847,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['100', '100', '100']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3046256,571,FALSE,52812,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['20', '30', '70', '10', '96']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3079915,572,FALSE,33654,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['80', '100', '50']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3094614,573,FALSE,14693,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['20', '0', '50']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3113498,574,FALSE,18880,"['time1', 'time2', 'time3']","['20', '30', '34']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3127374,575,FALSE,13873,"['time4', 'time5', 'time6']","['20', '25', '34']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3172615,576,FALSE,45238,"['space1', 'space2', 'space3']","['80', '90', '100']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3192279,577,FALSE,19659,"['space4', 'space5', 'space6']","['30', '60', '80']"
"n6xrzXKYc2i6SFNJ6KJgzuIlj3","7jsunlgasOTR8CrUCbnzWR5zbM",3215349,578,FALSE,23065,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['50', '60', '70']"
"NAY8S9wc0Hce6Qs2rVP012ZCYd","79aOpEtQ1gh5ogZWgFpfmvkGUh",125554,12,FALSE,92924,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['2', '4', '94', '1', '97']"
"NAY8S9wc0Hce6Qs2rVP012ZCYd","79aOpEtQ1gh5ogZWgFpfmvkGUh",182665,13,FALSE,57108,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['71', '54', '23']"
"NAY8S9wc0Hce6Qs2rVP012ZCYd","79aOpEtQ1gh5ogZWgFpfmvkGUh",212025,14,FALSE,29358,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['20', '52', '29']"
"NAY8S9wc0Hce6Qs2rVP012ZCYd","79aOpEtQ1gh5ogZWgFpfmvkGUh",242450,15,FALSE,30424,"['time1', 'time2', 'time3']","['4', '14', '36']"
