"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","trial_name","rt","ns_id","ns_response","correct_answer","correct"
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1781473,1035,FALSE,"number_series_test_trial",24620,"NS_1","1","-2",0
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1796808,1036,FALSE,"number_series_test_trial",15334,"NS_2","28","28",1
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1814040,1037,FALSE,"number_series_test_trial",17230,"NS_3","58","64",0
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1839192,1038,FALSE,"number_series_test_trial",25150,"NS_4","31","29",0
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1870195,1039,TRUE,"number_series_test_trial",31001,"NS_5",NA,"8/16",NA
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1892344,1040,FALSE,"number_series_test_trial",22148,"NS_6","143","165",0
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1914336,1041,FALSE,"number_series_test_trial",21990,"NS_7","5","43",0
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1945340,1042,TRUE,"number_series_test_trial",31001,"NS_8",NA,"8900",NA
"0GwhdS5QTk1z6AOW2zROrpS4Dz","DrAu4SiCMUkIAmphOduaJOnA4G",1964696,1043,FALSE,"number_series_test_trial",19353,"NS_9","10/14","12/16",0
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4394490,704,FALSE,"number_series_test_trial",24665,"NS_1","-2","-2",1
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4402477,705,FALSE,"number_series_test_trial",7983,"NS_2","28","28",1
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4413829,706,FALSE,"number_series_test_trial",11350,"NS_3","72","64",0
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4444835,707,TRUE,"number_series_test_trial",31003,"NS_4",NA,"29",NA
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4468997,708,FALSE,"number_series_test_trial",24159,"NS_5","8/16","8/16",1
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4495852,709,FALSE,"number_series_test_trial",26852,"NS_6","162","165",0
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4526860,710,TRUE,"number_series_test_trial",31005,"NS_7",NA,"43",NA
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4557867,711,TRUE,"number_series_test_trial",31004,"NS_8","8999","8900",0
"0iDjEfaVVovRIRwOd2LRACKp6p","aKZw5z25YMbW64nSw0X5ra3uxh",4568660,712,FALSE,"number_series_test_trial",10790,"NS_9","12/16","12/16",1
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7000401,1213,FALSE,"number_series_test_trial",13487,"NS_1","-2","-2",1
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7014090,1214,FALSE,"number_series_test_trial",13682,"NS_2","28","28",1
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7040743,1215,FALSE,"number_series_test_trial",26646,"NS_3","64","64",1
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7071750,1216,TRUE,"number_series_test_trial",30998,"NS_4",NA,"29",NA
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7102755,1217,TRUE,"number_series_test_trial",30998,"NS_5",NA,"8/16",NA
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7133764,1218,TRUE,"number_series_test_trial",31001,"NS_6",NA,"165",NA
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7164771,1219,TRUE,"number_series_test_trial",31001,"NS_7",NA,"43",NA
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7195779,1220,TRUE,"number_series_test_trial",31002,"NS_8",NA,"8900",NA
"0j4k6YJS8JEFyFDvqdEyTmAoHU","xuocOex2iQbLbBRWGxFPDtui0i",7237012,1221,TRUE,"number_series_test_trial",30997,"NS_9","12","12/16",0
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",327877,26,TRUE,"number_series_test_trial",30996,"NS_1",NA,"-2",NA
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",358067,27,FALSE,"number_series_test_trial",30187,"NS_2","28","28",1
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",384633,28,FALSE,"number_series_test_trial",26564,"NS_3","70","64",0
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",415634,29,TRUE,"number_series_test_trial",30999,"NS_4","3","29",0
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",446635,30,TRUE,"number_series_test_trial",30998,"NS_5",NA,"8/16",NA
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",477564,31,FALSE,"number_series_test_trial",30927,"NS_6","156","165",0
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",508566,32,TRUE,"number_series_test_trial",30999,"NS_7",NA,"43",NA
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",527289,33,FALSE,"number_series_test_trial",18721,"NS_8","8900","8900",1
"0JATTVloQDUPcURXgFRCR2xTNZ","RZUk5w1f3RbZa8VtMaZ6Cs85MS",558290,34,TRUE,"number_series_test_trial",30999,"NS_9","9","12/16",0
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2409373,88,FALSE,"number_series_test_trial",20707,"NS_1","7","-2",0
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2425145,89,FALSE,"number_series_test_trial",15762,"NS_2","28","28",1
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2450863,90,FALSE,"number_series_test_trial",25705,"NS_3","64","64",1
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2464819,91,FALSE,"number_series_test_trial",13940,"NS_4","29","29",1
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2495831,92,TRUE,"number_series_test_trial",30998,"NS_5",NA,"8/16",NA
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2526841,93,TRUE,"number_series_test_trial",30993,"NS_6",NA,"165",NA
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2556120,94,FALSE,"number_series_test_trial",29268,"NS_7","5","43",0
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2587128,95,TRUE,"number_series_test_trial",30999,"NS_8","8900","8900",1
"0jse7la9qJsHrckhn7FWUDhLOi","kfA9TAcQYnPRS8SfE3ghlX6uzC",2618145,96,TRUE,"number_series_test_trial",30999,"NS_9",NA,"12/16",NA
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2417353,761,FALSE,"number_series_test_trial",10061,"NS_1","-2","-2",1
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2443844,762,FALSE,"number_series_test_trial",26485,"NS_2","30","28",0
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2451552,763,FALSE,"number_series_test_trial",7705,"NS_3","64","64",1
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2473224,764,FALSE,"number_series_test_trial",21667,"NS_4","29","29",1
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2503818,765,FALSE,"number_series_test_trial",30590,"NS_5","18/3","8/16",0
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2512694,766,FALSE,"number_series_test_trial",8872,"NS_6","69","165",0
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2542642,767,FALSE,"number_series_test_trial",29946,"NS_7","37","43",0
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2565632,768,FALSE,"number_series_test_trial",22986,"NS_8","8900","8900",1
"0MKKSANshRTeskZx0TrUZtDeuY","Yd655r4YqJuAxPgAdFleuh51d9",2596653,769,TRUE,"number_series_test_trial",31015,"NS_9","12/14","12/16",0
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78239755,610,FALSE,"number_series_test_trial",15003,"NS_1","-2","-2",1
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78270768,611,TRUE,"number_series_test_trial",30998,"NS_2",NA,"28",NA
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78283669,612,FALSE,"number_series_test_trial",12895,"NS_3","64","64",1
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78314677,613,TRUE,"number_series_test_trial",31000,"NS_4",NA,"29",NA
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78345682,614,TRUE,"number_series_test_trial",31000,"NS_5","8","8/16",0
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78376689,615,TRUE,"number_series_test_trial",30999,"NS_6",NA,"165",NA
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78407695,616,TRUE,"number_series_test_trial",31000,"NS_7",NA,"43",NA
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78436004,617,FALSE,"number_series_test_trial",28303,"NS_8","9100","8900",0
"0n2j2Y1nH0v16ERGCb74llMutm","LJxufVtfBDBg0vATItBhNfwFwT",78464209,618,FALSE,"number_series_test_trial",28195,"NS_9","9/16","12/16",0
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3730547,1285,FALSE,"number_series_test_trial",11179,"NS_1","-2","-2",1
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3740776,1286,FALSE,"number_series_test_trial",10215,"NS_2","28","28",1
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3760028,1287,FALSE,"number_series_test_trial",19242,"NS_3","64","64",1
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3776512,1288,FALSE,"number_series_test_trial",16473,"NS_4","30","29",0
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3807547,1289,TRUE,"number_series_test_trial",31025,"NS_5",NA,"8/16",NA
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3836577,1290,FALSE,"number_series_test_trial",29022,"NS_6","0","165",0
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3865145,1291,FALSE,"number_series_test_trial",28557,"NS_7","43","43",1
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3890909,1292,FALSE,"number_series_test_trial",25753,"NS_8","8900","8900",1
"0NDXuhn5pY8iG9LkLzwpnpkmsU","HNkFhMwVGNWKJaEXKMyv3aCKCY",3903758,1293,FALSE,"number_series_test_trial",12839,"NS_9","12/16","12/16",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",979364,151,FALSE,"number_series_test_trial",10774,"NS_1","-2","-2",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",986609,152,FALSE,"number_series_test_trial",7237,"NS_2","28","28",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",994828,153,FALSE,"number_series_test_trial",8208,"NS_3","64","64",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1006453,154,FALSE,"number_series_test_trial",11612,"NS_4","29","29",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1025645,155,FALSE,"number_series_test_trial",19185,"NS_5","8/16","8/16",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1051985,156,FALSE,"number_series_test_trial",26330,"NS_6","150","165",0
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1069370,157,FALSE,"number_series_test_trial",17376,"NS_7","43","43",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1082433,158,FALSE,"number_series_test_trial",13056,"NS_8","8900","8900",1
"0PtrKyW9Qq4OrbYnTINnC15Quo","kqwo28VojGfDs8eOwx1q5kKbqs",1091424,159,FALSE,"number_series_test_trial",8982,"NS_9","12/14","12/16",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",65289,12,TRUE,"number_series_test_trial",31015,"NS_1",NA,"-2",NA
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",71920,13,FALSE,"number_series_test_trial",6612,"NS_2","-2","28",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",101593,14,FALSE,"number_series_test_trial",29659,"NS_3","64","64",1
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",113122,15,FALSE,"number_series_test_trial",11501,"NS_4","29","29",1
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",144183,16,TRUE,"number_series_test_trial",31047,"NS_5","8","8/16",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",175236,17,TRUE,"number_series_test_trial",31040,"NS_6","1","165",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",181681,18,FALSE,"number_series_test_trial",6433,"NS_7","160","43",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",211998,19,FALSE,"number_series_test_trial",30306,"NS_8","8895","8900",0
"0Q3B6QXM9FjB9K71ctmP088i3r","Qhr3A5jDGJRuffj2q2FmqVcIOj",231882,20,FALSE,"number_series_test_trial",19863,"NS_9","12/16","12/16",1
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2365609,680,FALSE,"number_series_test_trial",18756,"NS_1","14","-2",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2383768,681,FALSE,"number_series_test_trial",18155,"NS_2","28","28",1
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2414771,682,TRUE,"number_series_test_trial",31000,"NS_3","69","64",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2432175,683,FALSE,"number_series_test_trial",17400,"NS_4","17","29",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2463179,684,TRUE,"number_series_test_trial",31000,"NS_5",NA,"8/16",NA
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2487440,685,FALSE,"number_series_test_trial",24256,"NS_6","156","165",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2517735,686,FALSE,"number_series_test_trial",30292,"NS_7","5","43",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2535503,687,FALSE,"number_series_test_trial",17766,"NS_8","8899","8900",0
"0Qe0NO7DVDiFBjxwEPx3EWpX8x","9vDTobZqpa7cyq4e685ZdjSRr2",2557264,688,FALSE,"number_series_test_trial",21758,"NS_9","12/14","12/16",0
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3288073,718,FALSE,"number_series_test_trial",9534,"NS_1","-2","-2",1
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3301249,719,FALSE,"number_series_test_trial",13168,"NS_2","28","28",1
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3332262,720,TRUE,"number_series_test_trial",31003,"NS_3","63","64",0
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3363274,721,TRUE,"number_series_test_trial",30988,"NS_4","27","29",0
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3390491,722,FALSE,"number_series_test_trial",27193,"NS_5","8/16","8/16",1
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3421509,723,TRUE,"number_series_test_trial",30989,"NS_6",NA,"165",NA
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3446949,724,FALSE,"number_series_test_trial",25418,"NS_7","43","43",1
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3462257,725,FALSE,"number_series_test_trial",15300,"NS_8","8900","8900",1
"0r6s9iLCLLkfi2hIZx5Vsdz5Og","TtpuFQNyiwdqdQe5yWkCQRWUhE",3493262,726,TRUE,"number_series_test_trial",30999,"NS_9","10","12/16",0
"0rkdaOab6xHfN7wjdrqwof6SEZ","18GjupZLVDr6587OqOPAqa1lvA",1989351,528,FALSE,"number_series_test_trial",7771,"NS_1","-2","-2",1
