"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13"
"0ZtepTI67Bd7sjifgxAlqs79Ne","5Fa64v0SjRagjK6tdM8cjSncoQ",6356340,461,FALSE,201242,35,15,25,25,20,3,24,40,60,3,3,2,5
"1aCQXzMxvKGN7rhH120pTns7ly","IH4QJEi1ebOx3cB20smzDNeipQ",371386,21,FALSE,211815,35,15,25,25,20,3,25,40,20,1,2,2,5
"1ALaeVQQ86lCBbzEY0ygIqiVPO","YHaDajV0mJSAVxCpsiQXcuPOdA",3768923,771,FALSE,287040,35,5,25,25,20,3,24,40,20,3,2,2,5
"1brBjF9gjcWQS6VPzrzn9fg0Zt","XmVFOHxubpWC1URPBv8dA2wHa7",12094277,857,FALSE,219839,35,15,25,25,20,3,25,40,20,3,2,2,5
"1ceGfBKQFjbWwypDqcxWsFk6uK","OpmC6zOsOAHd0fgFVbFdFEc7wZ",1802681,972,FALSE,273657,35,15,25,25,20,3,25,40,20,3,2,2,50
"1GOJzZnrmuKpj5ARHg3lnbX8VY","qeppTpr0zSJIXUA6usxeHfGCml",3304789,1202,TRUE,301002,35,10,45,45,20,3,25,40,20,2,2,1,NA
"1HOK6QspxGl8qgK7ewjz5BK80U","hQZCd7IpiTUaQn6aYYxy6F9kfu",370229460,222,FALSE,137890,35,75,25,25,20,3,24,40,20,3,2,2,5
"1hz9aEcPKuUVxzeWXU0DKHJOTo","CeJ2tQ47Cs6XJwTUtprKAVQ6Y3",3846864,1104,FALSE,184769,35,15,25,50,20,3,25,40,10,3,4,2,5
"1JdcraYIvlFTeFgt9LeNqWf2GH","yGGpXKcjFpFCsbLk0Px3QgSz8h",3695125,857,FALSE,214785,35,15,25,25,20,3,25,40,20,3,2,2,5
"1Mj9fbNoVRFtG3zHNlw3cAngFs","REknCGD7Ax1LKoGaLFjD3VrNj1",1118990,20,FALSE,286227,35,15,25,25,20,3,25,40,20,3,2,2,5
"1OzveigfU1iFItrM6WmJ1HkUNY","bjfpF9N2C8BkA0aOG7zwJWPUri",1869989,118,FALSE,260355,70,30,25,10,20,3,25,40,20,3,2,2,50
"1TuvpkmKs8aFElCAUlBddz9xEb","5Cl3bkxiQeDFVRcNbYSTgK2aWG",5145696,1254,TRUE,301001,35,NA,25,25,20,2,25,40,60,2,2,1,5
"1uZPCXhrAQUz9u3bnwbSu2f9OW","KTye7PCG4vs2l3X0cy0GXmQ4iR",4086971,1234,FALSE,204547,35,15,25,25,20,3,23,40,20,3,2,2,50
"1yyTDdpAKpAAydh7Rncn6Zvxhs","UQLJh5NHyDy3zSvTNMHT5yOSON",1009183,401,TRUE,301000,35,15,25,25,20,3,25,40,20,3,4,2,NA
"1ZFtLAHgL9wLhdzIYquWED4PQ8","VMFsU12H16PGyZBtzOabHhUizB",1083671,94,FALSE,279505,35,15,25,25,20,3,24,40,20,3,4,2,5
"25bD8vGu2cCVsPkfhZmCy6xK4t","fjuqnDvz9v2uvRva5a22Ls7njK",1811974,172,FALSE,251605,45,15,30,30,20,2,25,30,70,3,2,1,5
"26KL9Q0Jbtt6iGSpAKazbt3JhO","gDfPNy4qcbW4vLbBur1HI212fD",2109551,692,FALSE,193914,35,15,25,25,20,3,25,40,20,3,4,2,50
"27YwGn0TiDrlXCLxWsUMAcIt45","toW8monWodtY25OuKcPi25EKzA",222039,12,FALSE,153124,35,15,25,25,20,3,26,40,20,3,2,3,50
"2AA93UwCDg76IqO8nWIGe29q3f","lh4pSsgfWqYF9UuWEqnuinYfm8",303052,12,FALSE,236998,35,75,25,25,20,3,24,40,20,3,4,2,5
"2B8aRYS8XLGxLWy0alFAxZOteH","hqPXC9PDhAOi0uTT0BgHwET8ed",20470442,1261,FALSE,204493,35,15,25,50,20,3,25,40,20,3,4,2,5
"2c4yipde1kQFIRgdbcH0lZrkDB","gQX0CndTxISJqfxs4TJZSJs7v1",472065,21,FALSE,299493,35,15,24,26,20,1,25,40,20,1,2,2,5
"2d8DQPFYsBDFeDwNnYbm1WMThN","3spu556xygORPMao8GnXauKDKT",1713293,167,FALSE,232290,35,15,24,26,20,3,24,40,20,3,4,2,5
"2EgIpyLmeCAoeePQ81fpFLNhi9","XNOO1yB3nfkJvgTjTOWa71T46E",1574838,151,FALSE,238747,35,1525,25,25,20,3,25,40,20,3,2,2,5
"2HTOse3Z1zDR7tTs6hmh4LJDZU","M7TOH6YkQUfwDDZRCZqGZEut4X",1739126,682,TRUE,301539,35,15,25,25,20,3,24,40,20,NA,NA,NA,NA
"2i7132kcPcxEmc2hecMr2CbwsY","vyYkQYoT5SwJsD1FcweylsHLT2",5126368,298,TRUE,301002,35,15,25,25,8,1,24,40,20,1,2,2,NA
"2IAPahTER2q65V8labGmLd9VyB","oADUlkMwnXlxJPguEU1lLfcpSE",2436809,1074,FALSE,177551,35,15,25,25,20,3,24,40,20,1,2,2,50
"2Ibpve15BFt7T07Lh0Cs6sMquO","dwaqbKw9qiggvTrlqWGpegBsQK",4400136,1242,FALSE,164393,35,15,25,25,20,3,24,40,20,3,4,2,5
"2kFcDYk61xgzZHmkFH8bb2RKup","A6tS0Bd4QKDKOhutxeiQWBECZR",5040712,1243,FALSE,207377,35,15,24,26,20,3,25,40,60,3,4,2,5
"2KRWlhry8hXugjECoOimhKHyu5","g9ktcU1YiHKJUwwiVjKJaVBu0k",1639545,533,FALSE,187337,90,15,25,50,20,2,26,40,20,3,1,2,5
"2NCG8KpHpVcw40nODxbJ3TWyM0","aqypAjwHYQZ5wN997oGtnVtUdD",1796709,1076,FALSE,149398,35,5,25,25,20,1,25,30,40,1,2,2,5
"2oVIiZjinndSKhVOAfMCb8PUJv","tTLn4qsFlqDTziOU5BKr1ySiJ4",2197723,1115,FALSE,263524,35,15,25,17,20,3,25,40,20,3,2,2,50
"2p2RkuvbMlDmcQO7ALZNcy7BVB","9oqcph6pnVaJOkbP7ulAngQboY",470306,27,FALSE,251100,35,15,25,25,20,3,5,40,20,2,2,2,5
"2pImB3BA3YLxVN9QOEhOPSR55b","xwhPZjGhHy0iDwCs4Vh0sb9FBG",1424925,52,TRUE,301001,35,15,25,8,20,3,24,40,20,3,4,2,NA
"2RtPMbFJ5EI1NUfXYKVCpd70Tv","1h2WeKPyiYPcIVL4H3o0bOXxCO",3217353,231,FALSE,293630,35,15,23,27,20,1,25,40,20,1,2,2,50
"2s7L6hjw0aVfIiOHqEf92R92CI","kLLIRYri4E9sParEwifQ3cDSd4",2164468,390,FALSE,279615,35,15,25,25,20,3,24,40,20,3,4,2,5
"2tMJcwUb0jCy9PamYQNgCCBCdA","FR0JMuBDrFlKrLRI6tj87TY9px",2828931,664,FALSE,241009,35,5,25,25,20,3,25,40,20,3,4,2,5
"2UxadonClxNGbWsfVWxyUFWlXD","GHzAm81BiLMQYbsByWM6DE5wNu",2779131,1015,FALSE,212840,35,15,25,25,20,3,25,40,60,3,4,2,50
"2v7UmJHwr1oTn6hdKFwkrsAxE8","2Q6l7iQ828VEzdYYWlbgMTkQDC",3919165,1264,FALSE,214492,35,15,25,25,20,3,25,40,20,1,4,2,5
"2wH3MZsxiO7fVJUpn4o7wiiqMP","fGkXx1400iTNbwrxjdStAqvENn",5634951,662,FALSE,213069,35,15,20,30,18,2,25,40,60,3,2,2,60
"2X64KhtgQiPec1qIy7DrVmmYiZ","Zrbu3sLt5nAiclrIJ5HyMLQnVG",5379595,1163,FALSE,207352,35,15,25,25,20,3,25,40,20,3,2,1,50
"2zZ4xnXCGxtAkFktuCMrgE3cYR","Q4y6LZNYAr1seXuXn3JJgYeXYF",2121760,158,FALSE,270356,35,15,25,25,20,1,24,40,20,3,4,2,5
"31Bnid4HBnnPxo4LhagKetLugi","PWY4Ak8wHUXGkU0Ke6607Vw8IN",1200475,368,TRUE,300999,35,15,25,25,20,3,24,40,10,3,2,NA,NA
"34XyeAHTvluzgZMDEBfnsjLcFO","jM8bNNDRlrwLp9hwmNPBucJcT2",2773774,1105,FALSE,199682,35,15,25,25,20,3,25,49,20,3,2,2,5
"3bgOaJAJh5EkiEQMcsw5BHgiTH","FcMuT7kYzZCoVtHsK5tIAiW4AB",4499344,853,TRUE,301002,35,15,25,25,20,3,25,40,20,3,4,NA,5
"3cfwf1AC3xWQunoJYhcfQwZqFH","creqVgj7Q8iJdkk81jr5rAi7IV",363107,12,TRUE,301006,35,15,25,2520,20,3,25,40,20,3,NA,NA,NA
"3Dd19KRBYgJfCukymF2AKtuBXi","v4HAQvKAbdYrx7dPYsqw2cL0L8",4222596,1104,TRUE,301018,35,15,23,10,20,2,25,40,20,4,4,2,NA
"3DkYm4TofR4RvQQmb7OLo9CNbF","otGUgWVukP1kIoHNgCZfESMjNQ",3973276,1225,FALSE,206808,35,15,25,25,20,3,25,40,20,3,2,2,5
"3e1AHUBhyTi6cvBHTNGVFxR0Wf","ApL3fd2q2zRPXm5MYAbukUD7Py",404676,21,FALSE,220077,35,15,25,25,18,3,24,40,20,1,2,2,5
"3fy3gRAl3eiE2HMI7PmdDZy8CG","ILoy5Qgw9XAmzp2tzaUdfAmGYZ",1129113,153,TRUE,301004,35,15,25,25,20,3,25,30,70,2,2,NA,NA
"3juz0LEONWYnmNZOFxavjkW1ht","xXiH3hbZhnUhsNb4RWopk9NtoW",33016784,266,TRUE,300999,35,15,25,25,20,3,25,40,60,1,2,NA,NA
"3kJJzZtol0RQo4ede16dZrzoS3","aEJFL88RPlFU7DZsvnfMc42Is6",3683610,1115,FALSE,218091,35,15,25,10,20,3,25,40,20,3,2,2,5
"3OGQvgMnwdnpelDPA0ENep78qH","MkFazWafXqHxTIVSKutmOdK3eN",1035401,382,TRUE,301004,35,15,25,25,20,3,25,40,20,2,2,2,NA
"3p6IFCYbicUYdDQ4T7ee4eJiyc","yl3e8E0S62x4HsaF86YIzm1Jhy",2868753,1212,FALSE,172400,35,15,25,25,20,2,32,40,60,1,3,1,5
"3pzalxp9KcZX7CGnBMdr6DmvlP","awu1rF7vI8v4FGyvpnVINcuWyb",5151455,1140,FALSE,157063,35,15,25,25,20,3,24,60,20,1,2,2,5
"3rr1cStimAPqFnd8LcXKZVVO6f","F54plz7w75xd5Mj45iul7TmeKw",355536,12,TRUE,330006,35,15,25,25,20,1,25,40,20,NA,NA,NA,NA
"3StxTMifV67bsimI06lGXeTcKV","v00dissXbzc88HyqOOY2VpFqhb",5741154,871,FALSE,292427,35,152,25,25,20,3,25,40,20,2,2,2,26
"3V9uIE7do09SYtI6Z7NRfGGabM","T8xIbZhMgVIUn3DZjTzPX2NjFO",6267284,1249,FALSE,148858,35,15,25,25,20,3,25,40,20,3,4,2,5
"3z3XA3JViOlw6HQRLB7B3ySu5K","JvBzLh60kVqBOdjnqnIo2ESAxx",6555528,1244,TRUE,301000,35,15,25,25,20,3,25,40,20,1,2,2,NA
"42ajvjIRMPNBOwSqlRBHfNrnUP","F7nEWmVc7w7AlCLYPHLYlhwbIw",3367922,873,FALSE,269385,35,15,25,25,20,3,24,40,20,3,4,2,50
"46j5CHteYEut0nqwQKTAasWUI2","ZzwLnHOW0xTpzyjq25QCe5PjMw",3467596,1240,FALSE,149921,36,15,25,25,20,3,24,40,20,1,2,2,5
"47VX9XocCOvQneVreGOHXxevSX","NeD9XHWw3geXuEXc9rNq1IQlrD",332361,12,TRUE,301001,35,15,25,25,20,3,20,40,20,3,3,NA,NA
"48eCkfTae11g52AiMMOxllaekp","UlkMz1S4MgGQipKwwyKLCi7cBF",2099426,709,FALSE,179437,35,15,24,26,20,1,24,40,20,3,2,2,5
"48uz5zLcv58z7fngAkZ1khlTAv","LxEQ8GwlZPgvJNVNHd1nlMDT5x",5830470,450,FALSE,136584,35,15,25,25,20,3,25,40,20,3,4,2,5
"4a7lego3l51wEevuleR6ENKpuS","eftjQeKyJaxmtASYOVnj65QSiY",231011,12,FALSE,208835,35,15,25,25,20,3,25,40,20,3,2,2,50
"4AOgJHkNKGiyIvn5eB8QMyH2nO","JlnZoJkAm8fPY4RKTzkbEy2poY",4913849,1243,TRUE,301000,35,15,24,26,20,3,25,40,60,1,2,2,5
"4DMTFy14TramBn7JJgqGSbrbFX","asjnM9y9D7BAaHC3sfMPif80fo",651401,438,FALSE,125918,35,15,25,25,20,3,24,40,20,1,4,2,5
"4KEjr1UWTKcSuQVedm6VlSNNKf","ifpRFXbWaGEztFjwg4Qckqwzds",2492637,42,FALSE,259109,35,15,25,25,20,3,26,40,20,1,2,2,45
"4kwTFFW7issbpFjUErUhUVadMj","28LTUQ0GTqZK08Qca3pIftSC5v",1993737,176,TRUE,301001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4nOa9XoKpT43KuXOoyEwpvMqoB","ZgfPcU0lzga0Aa1Wco0uWr8GRL",3960083,267,FALSE,298399,35,15,25,25,20,3,24,40,20,3,4,2,5
"4Sq3cYbABKQHHBm70mCFc3iMF5","U4RrKbe4n54rA6aarai2nSG2ey",3603861,820,TRUE,301002,35,15,24,26,20,3,26,40,20,3,2,2,NA
"4ttQWLCj7crHQPx22YkLaLYnZa","eHwVQxZ9yI8JX1Pg3ZAhp2jaX3",3568785,286,FALSE,297603,35,15,25,25,20,3,24,40,20,3,2,2,5
"4v1ItFGeUNXhIXMPOahut43c3D","Bc47sSMIoSSzqnx7T3Toc35vqn",291978,12,FALSE,190653,35,15,25,25,20,3,25,40,20,1,2,1,5
"4v2vBsgIWHAZrBBbaXCNuD9XNG","t74i84K37GK07LvfMYtMebdSR6",7708485,1244,FALSE,275977,35,15,25,25,20,3,25,40,20,1,2,2,5
"4vs9WQi5qqqEOArRXQ5Zax1ExG","FDrTyyntTYPuREgXodfATJq1O4",179466969,1176,FALSE,174443,35,15,25,25,20,3,23.5,40,20,3,4,2,50
"4xD1S2hKFZRKfnyCl7gEjET53h","Ur7PoFj2BnWYBAG38ginU7Uxc6",2992455,866,FALSE,248047,35,15,25,25,20,3,24,40,20,3,4,2,5
"4Xjnc2biS3KBg0r9hduthXeRJW","jlQxgIoPSPKGHGEXV5zd8FXrvS",2734515,231,FALSE,219632,35,15,25,25,20,3,25,40,20,3,4,2,5
"4YY4VgQpQUT7XI8wSdEhkK7n8X","ElQxyhI4UPlUmH86u26Z8wBM0T",2635273,1233,FALSE,91521,35,10,25,25,20,3,25,40,20,3,4,2,5
"51egDHD2r1LQhu4Qg9hzDtGJgD","MwJ86gGpJIOVr9DcHYt9vaUAii",3184880,1115,FALSE,166800,35,15,25,25,20,3,25,40,10,1,2,2,5
"52YXud0Bqte11TiBcsX8mneCWt","hhh8u0aahJvDqN7YizThQvXp3Y",5742723,1216,TRUE,301002,35,15,25,25,20,3,24,40,20,3,4,NA,NA
"53L5H9pp7XehsYC3rE050tF3j8","IdVZzfQbdh3m4ihrNIcTG7S3yO",4109809,1018,FALSE,182068,35,15,25,25,20,3,24,40,20,3,4,2,5
"5DtJjG6qCScAYie44TvPwt7cLI","EjojZqV3p0WtPk2EsTLplsl64Z",1929128,71,FALSE,283124,35,5,25,15,20,3,25,40,60,3,4,2,5
"5EB7i7qgwGEmOZZzi90rgZvnM3","0sEKOxy41pcLY9F4UYVLXofIcd",6215410,1243,TRUE,301003,35,15,25,25,20,3,25,40,20,3,4,2,NA
"5eBMwOLtbLdc236rQtEs4aUi2M","qSuPLU9XrtDoNZdBIbfVTVDuL2",3694352,575,FALSE,249704,35,15,25,25,20,3,24,40,20,3,2,2,5
"5EdRPYgtEf7yjz69xfoUCWZbDG","LoaVXiIyfoblqTtg66vmfIJy7f",3207742,173,FALSE,290444,35,10,25,25,20,3,24,40,20,3,2,2,5
"5eI07HnYh7wDAtGEW1k99Lhb9s","muMSK6nKGMwfRSsKA4Ap42h0Ev",4610607,1256,TRUE,301000,35,15,25,25,20,3,22,40,20,3,2,NA,NA
"5hrsRhnqwI46ywxbQ5N6yKNXZL","ggLsHpvY1TAS5i9pBIhmD7N1Gm",15301518,1145,FALSE,210971,35,15,24,26,20,3,25,40,20,3,2,2,5
"5Imk5JDFcQADnpEkUV1xCXLZ5T","3jIuOrifBjiwMo9GZV1JhHjKrw",10040770,1256,FALSE,296173,35,15,25,25,20,3,25,40,20,1,2,2,5
"5jCA0DTYrHaWMK2QfUeF1mtbW9","Y0vGw06BcA98l3b9ZXVmbeIwrx",7186335,820,TRUE,301001,35,10,20,30,20,2,25,40,NA,NA,NA,NA,NA
"5jqnnt8AkNg9sxYVdEvPYMQ62u","1Dvd1cQkepgTAOuKUe0uPJHGAb",4463579,1256,TRUE,305345,35,15,24,26,20,3,24,40,20,3,4,1,5
"5NbYthY4uj3sgRjZNACiPl1Fz8","DiUEwwxKmN5YSkvm3uUk6ReZ3H",3329553,843,FALSE,246139,35,752,25,25,20,3,25,40,20,2,2,2,5
"5p0CPHRH7ivOoH3ESSFsPJctb6","HMQoTC64zpyJSkBMHVTFwkxtSp",263544,12,FALSE,246258,35,5,25,8,20,2,25,40,20,1,2,2,70
"5PRTYvWvvGaKrC40ZxQZHCJUwt","YQwsYeCJb4umSn55VPBBT8DsDh",3222806,1093,FALSE,294381,35,15,25,25,20,3,25,40,20,2,2,2,8
"5Q0Yab55ZyTkrI9GqBJcywjHF3","MmBuGgqek1CDMJ92iyFtgEJAc6",3188234,1029,FALSE,219760,35,15,25,25,20,1,24,40,20,3,4,2,95
"5RgwjomyG6v004L1eTzvBPgLfC","1AcqVWgqqIfEw89rs5n7JBkFul",1859655,671,TRUE,301007,35,15,25,8.3,20,2,25,60,NA,NA,NA,NA,NA
"5SDhi2tbdhTAW1kxT83ScggiI4","3Pf7QjGjRGnwspsCVgZnnBa18s",2434308,468,TRUE,301000,35,15,25,25,20,3,25,40,20,3,3,3,5
"5tYWdaOmGDyaUhLlN5Bk63kFLI","rrZMorEt7r5zeFXIrDbXIi0x3N",336620,21,FALSE,205582,35,15,25,25,20,1,26,40,20,1,4,2,5
"5urfj5qY9KkLrHdIAoA9qLuzCB","do1NJgfXv6YhycPy9kAs2kQ2Bg",281054,12,FALSE,255097,35,15,25,25,20,3,24,40,20,3,2,2,5
"5v0shu1TXvcLAq6XkkWObpTxVv","UOZSm65zJVmmHDM1vXsJxd2Yy8",4170692,1069,FALSE,272584,35,15,25,25,20,3,24,40,20,3,4,2,5
"5ybeN6VNzHGX8nFw5gMPiwIl0R","dmsnNvufD5tsLe1nmX4sH91p2r",2094741,1004,FALSE,173826,35,15,25,25,20,3,25,40,20,3,4,2,5
"5zJq7GS1asQAvQoLLof0K8pKru","PCDmGHrjz6qcn1jV7360IIPs0C",2861696,1084,TRUE,301016,35,10,25,25,20,3,25,40,20,3,2,NA,NA
"66CDpWtf64sUmQsfxG5zYDXIuI","QdLVtkegDqzoWF4XsOgBiNX4SW",989145,54,FALSE,259497,35,15,25,26,20,3,24,40,20,3,2,2,5
"68mBwIupnteIzRtKsaLLVjXwRp","x1ypvBHDrnyCYuV0C65fG2UPi2",2929641,1096,FALSE,218379,35,15,25,25,20,3,24,40,20,3,2,2,5
"69sCUvVktIVPFuv9n2mJthlPdm","RVfCYB70DNc6EH9BvDr61SiYRA",289225,12,FALSE,272155,35,15,33,33,20,3,25,40,60,3,2,2,5
"6a7grifZTCWtkKHONY4ZBFNmNK","KmxKa6hs21bu1WmZ1csTuMw4jp",2536364,1045,FALSE,251049,30,15,25,25,19,4,24,40,20,3,2,3,5
"6bFa7I9jlg64chw4N8A7sVmMQ3","xLrorqzZizBBADdaTvT8B0tiTI",9503485,396,TRUE,301002,35,15,25,25,20,3,25,40,20,2,4,NA,NA
"6Fhr7EYTgZahid47o4KE893siL","rctnbGY7yYRqmzZJa9fX4U2EL9",4157488,1222,FALSE,260777,35,15,15,5,20,3,25,40,20,3,4,2,5
"6HcgsHUNyHAvOPjDbj3z1QO6x0","urnoUfxCysMmMrSyEkMKTEslD8",220657,12,FALSE,194584,35,10,25,25,20,3,24.5,40,20,3,4,2,5
"6hDoD3dNQwPPXLhlvl7ICsClrG","UjYmaI5rpmFErp9XwWaW38NJsv",3850572,678,FALSE,214689,35,15,25,25,20,3,25,40,60,3,2,2,50
"6K1LGFH6tXIN9FR4jZ7NDJ4Mmx","TuBcDyJRdxMcUERllWhGQGGUv5",984871,445,FALSE,208565,35,15,23,27,20,1,25,40,20,3,2,2,5
"6kYVg7CmiM211jXzzoV5C2DYKj","TuTTCpjLQQu4F6bqD3lSsrnhg6",4407619,172,FALSE,255835,35,15,25,25,20,3,25,40,20,1,4,2,50
"6Miu1B5YnB4oBvORD2tBPHc5zo","6kQbBr73bGnwKx30MVv7QYhwlo",1919878,104,FALSE,232075,35,15,25,25,20,3,25,40,20,3,2,2,5
"6nhpMpKhlGeE8HdJUpyY9fWfnt","PENXUzqSAcS80m6SXt4ZDhhLWZ",333358,12,TRUE,300999,35,30,25,25,200,2,25,40,60,NA,NA,NA,NA
"6PiYKQeGAB1dR4f9dvUVzumRkv","5DcyTs2B5IvdLvbg8F0liuVasW",1565202,1009,FALSE,184231,35,5,24,26,20,3,24,40,20,3,4,2,5
"6pKI6iCVG7WdLF0Mf9nAPpZf5c","OgT7hFLOarSNo35bh3ny1Uuo9w",1911464,164,TRUE,300998,35,10,25,15,20,2,25,NA,NA,NA,NA,NA,NA
"6pvUjImkWLRJHbVhvgsHbTt7nO","GuILdxphBnkitHTWs0Nseu228u",4886243,1076,FALSE,266697,35,15,20,30,20,3,25,40,60,3,2,2,5
"6qH9fWrGYP7HfUk0HdH1qxtqMJ","wd4Alho9i0owPknuFbNoMVgiEA",166132150,1211,TRUE,301004,35,10,25,25,20,3,NA,NA,NA,NA,NA,NA,NA
"6sgmuObbk4XMUNmgt2z4iwhbmp","V0fwRhkHLWsSXoJ4QX6rbTOWT6",805280,36,TRUE,301008,60,15,25,25,20,1,25,0,100,3,NA,NA,NA
"6thrHrEOsUDYmOPl5Bcz4O0bZr","msDvfKwnJ911ECw7YcUVwloTts",995455,400,FALSE,168877,35,15,25,25,20,3,24,40,60,3,2,2,5
"6U2gr19I2NQiM5gSpro6PGjOi7","du3uR3np8NqWTMBChdP2na5oJo",8413763,1256,FALSE,228496,35,15,24,26,20,3,24,40,20,2,4,2,50
"6WJIN2WG2fOnkRmofBOEla4m2v","VyjdPIxJG3tKonhn5bSkw7m88M",230674,12,FALSE,223028,35,10,25,25,20,2,30,40,60,1,3,1,5
"70b44M5mB4Xr2mjMPQ7b9FugA3","hVoX7DY7HzWBCvaW2n7LVxzHpp",3170437,1197,FALSE,282302,35,75,30,20,20,2,25,40,60,1,2,2,50
"74pmzKgVPXzP6Q2qHhOhZDTkPC","oAeCLxHIiI9HKjomPYTlQaIoel",754698,42,FALSE,247053,35,15,25,25,20,3,25,40,20,2,2,1,5
"76ScTXpOIKnsWnSve5wcAjsEwN","Je80tGPzsfSzas1ZclPY3Wm7t8",1702659,498,FALSE,229965,35,5,25,25,20,3,25,40,20,3,4,2,50
"76ZEl33J4Cl7rMcsRDqAEcmDW8","4z5njMzacw3INfM5tMcWfPVXMn",3772149,557,FALSE,215445,35,15,25,25,20,3,25,40,20,3,4,2,5
"79lj7GPPIXA51cvbjmPqxUbElj","Ea7UCm0ODUT04wI3cC28g2O92Y",1401078,599,TRUE,301006,35,15,45,75,50,NA,45,40,0,3,NA,NA,NA
"79wi127Ma9Jx2Cdfd3QrCLkTxy","MQQ5cmiQidYJKJObDUrul2ShSm",2900860,528,FALSE,214042,35,5,25,25,20,3,25,40,20,3,2,2,5
"7aFwor6BraYf7tYTQIknN5wRR3","1IeMk6mSXgyRtcCTHQrhsCxWj3",2033207,417,FALSE,265688,35,15,25,25,20,3,24,40,20,3,4,2,5
"7FL755kgTiuq0qX8hCziZrt2J4","vZldo5ahRmbRVeDO0s1aFBSaGN",41993800,880,FALSE,228723,35,15,25,25,20,3,24,40,20,3,4,2,5
