trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_raven_matrix,task_admc_rc2,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,task_impossible_question,task_time_series,task_admc_a1,custom_timer_ended_trial,interval_id,response,question_order,pt_trial,block,trial,list_id,stimulus,correct_answer,correct,slider_start,slider_moved,admc_id,admc_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response,response_choice,id,question_text,answer_1,answer_2,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,858,3147186,0.0-21.0-7.0-0.0-0.2,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,859,3148401,0.0-21.0-7.0-0.0-1.2,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,1209.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1605.0,arrowleft,,False,0.0,2.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.29,0.3,400.0,10.0,116.0,3.0,284.0,7.0,left,gold,,,,,,,,,,,,,
html-keyboard-response,860,3149403,0.0-21.0-7.0-0.0-2.2,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,861,3149705,0.0-21.0-7.0-0.0-0.3,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,862,3150696,0.0-21.0-7.0-0.0-1.3,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,988.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1609.0,arrowright,,False,0.0,3.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.2799999999999999,10.0,400.0,3.0,112.0,7.0,288.0,right,silver,,,,,,,,,,,,,
html-keyboard-response,863,3151698,0.0-21.0-7.0-0.0-2.3,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,864,3152000,0.0-21.0-7.0-0.0-0.4,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,865,3153248,0.0-21.0-7.0-0.0-1.4,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,1247.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1612.0,arrowright,,False,0.0,4.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.3,0.2199999999999999,10.0,400.0,3.0,88.0,7.0,312.0,right,silver,,,,,,,,,,,,,
html-keyboard-response,866,3154250,0.0-21.0-7.0-0.0-2.4,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,867,3154552,0.0-21.0-7.0-0.0-0.5,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,868,3155205,0.0-21.0-7.0-0.0-1.5,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,652.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1615.0,arrowleft,,False,0.0,5.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.1,0.14,10.0,400.0,1.0,56.0,9.0,344.0,left,silver,,,,,,,,,,,,,
html-keyboard-response,869,3156207,0.0-21.0-7.0-0.0-2.5,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,870,3156509,0.0-21.0-7.0-0.0-0.6,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,871,3157322,0.0-21.0-7.0-0.0-1.6,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,810.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1618.0,arrowright,,False,0.0,6.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.38,10.0,400.0,3.0,152.0,7.0,248.0,right,gold,,,,,,,,,,,,,
html-keyboard-response,872,3158327,0.0-21.0-7.0-0.0-2.6,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,873,3158629,0.0-21.0-7.0-0.0-0.7,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,874,3159764,0.0-21.0-7.0-0.0-1.7,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,1133.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1622.0,arrowright,,False,0.0,7.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,right,silver,,,,,,,,,,,,,
html-keyboard-response,875,3160766,0.0-21.0-7.0-0.0-2.7,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,876,3161067,0.0-21.0-7.0-0.0-0.8,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,877,3162226,0.0-21.0-7.0-0.0-1.8,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,1158.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1625.0,arrowleft,,False,0.0,8.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.13,0.2,400.0,10.0,52.0,2.0,348.0,8.0,left,silver,,,,,,,,,,,,,
html-keyboard-response,878,3163228,0.0-21.0-7.0-0.0-2.8,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,879,3163530,0.0-21.0-7.0-0.0-0.9,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,880,3164443,0.0-21.0-7.0-0.0-1.9,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,911.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1628.0,arrowright,,False,0.0,9.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.1,0.06,10.0,400.0,1.0,24.0,9.0,376.0,right,silver,,,,,,,,,,,,,
html-keyboard-response,881,3165444,0.0-21.0-7.0-0.0-2.9,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,882,3165744,0.0-21.0-7.0-0.0-0.10,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,883,3166704,0.0-21.0-7.0-0.0-1.10,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,958.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1631.0,arrowright,,False,0.0,10.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.2299999999999999,0.3,400.0,10.0,92.0,3.0,308.0,7.0,right,silver,,,,,,,,,,,,,
html-keyboard-response,884,3167705,0.0-21.0-7.0-0.0-2.10,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,885,3168010,0.0-21.0-7.0-0.0-0.11,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,886,3168864,0.0-21.0-7.0-0.0-1.11,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,852.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1634.0,arrowleft,,False,0.0,11.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.3,0.25,10.0,400.0,3.0,100.0,7.0,300.0,left,gold,,,,,,,,,,,,,
html-keyboard-response,887,3169865,0.0-21.0-7.0-0.0-2.11,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,888,3170166,0.0-21.0-7.0-0.0-0.12,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,889,3171665,0.0-21.0-7.0-0.0-1.12,WIgOURivC4n0cmwPOXBA,33ff78,5,tIQ38F4eXImLQvbVOF05A8HQq2,lg4qEMNtIJVralFdHoASrUeYaA,1920.0,1080.0,,1498.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1638.0,arrowleft,,False,0.0,12.0,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.12,0.1,400.0,10.0,48.0,1.0,352.0,9.0,left,silver,,,,,,,,,,,,,
