trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rp,task_time_series,task_admc_rc1,task_shipley_abstraction,task_graph_literacy,task_admc_a2,task_leapfrog,task_impossible_question,task_shipley_vocab,task_coherence_forecasting,task_denominator_neglect_version_A,task_denominator_neglect_version_B,custom_timer_ended_trial,interval_id,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,stimulus,response,moved_sliders,admc_id,admc_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,slider_start,slider_moved,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q13,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,question_order,shipley_vocabulary_score,cfs_id,cfs_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,346,8277156,0.0-23.0-5.0-4.0-1.15,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,347,8277289,0.0-23.0-5.0-4.0-0.16,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,132.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,2.0,56.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,348,8278296,0.0-23.0-5.0-4.0-1.16,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,349,8278542,0.0-23.0-5.0-4.0-0.17,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,244.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,2.0,57.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,350,8279544,0.0-23.0-5.0-4.0-1.17,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,351,8279789,0.0-23.0-5.0-4.0-0.18,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,243.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,2.0,58.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,352,8280793,0.0-23.0-5.0-4.0-1.18,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,353,8281076,0.0-23.0-5.0-4.0-0.19,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,281.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,2.0,59.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,8282083,0.0-23.0-5.0-4.0-1.19,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,355,8294963,0.0-23.0-5.0-5.0-0.0-0.0,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,12879.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,2298.0,,,,,,,,,,,,,,,,,{'prediction': '4'},,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,356,8297318,0.0-23.0-5.0-5.0-0.0-1.0,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,2354.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,,False,2304.0,,,,,,,,,,,,,,,,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,357,8297802,0.0-23.0-5.0-6.0-0.0,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,483.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,60.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,358,8298805,0.0-23.0-5.0-6.0-1.0,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,359,8299214,0.0-23.0-5.0-6.0-0.1,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,407.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,61.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,360,8300221,0.0-23.0-5.0-6.0-1.1,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,361,8300484,0.0-23.0-5.0-6.0-0.2,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,262.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,62.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,362,8301495,0.0-23.0-5.0-6.0-1.2,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,363,8301774,0.0-23.0-5.0-6.0-0.3,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,277.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,63.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,364,8302777,0.0-23.0-5.0-6.0-1.3,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,365,8303041,0.0-23.0-5.0-6.0-0.4,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,263.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,64.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,366,8304043,0.0-23.0-5.0-6.0-1.4,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,367,8304348,0.0-23.0-5.0-6.0-0.5,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,303.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,65.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,368,8305360,0.0-23.0-5.0-6.0-1.5,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,369,8305609,0.0-23.0-5.0-6.0-0.6,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,248.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,66.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,370,8306618,0.0-23.0-5.0-6.0-1.6,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,371,8306951,0.0-23.0-5.0-6.0-0.7,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,332.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,67.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,372,8307961,0.0-23.0-5.0-6.0-1.7,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,373,8308214,0.0-23.0-5.0-6.0-0.8,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,251.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,68.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,374,8309223,0.0-23.0-5.0-6.0-1.8,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,375,8309454,0.0-23.0-5.0-6.0-0.9,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,230.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,69.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,376,8310469,0.0-23.0-5.0-6.0-1.9,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,377,8310774,0.0-23.0-5.0-6.0-0.10,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,303.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,70.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,378,8311785,0.0-23.0-5.0-6.0-1.10,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,379,8312023,0.0-23.0-5.0-6.0-0.11,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,236.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,71.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,380,8313030,0.0-23.0-5.0-6.0-1.11,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,381,8313260,0.0-23.0-5.0-6.0-0.12,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,228.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,72.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,382,8314269,0.0-23.0-5.0-6.0-1.12,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,383,8314469,0.0-23.0-5.0-6.0-0.13,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,200.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,73.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowright,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,384,8315473,0.0-23.0-5.0-6.0-1.13,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,385,8315723,0.0-23.0-5.0-6.0-0.14,Je7hQucSMLQWqrCCwqTD,223301,3,7k7aW77piICDhQRpAUcpBDuXbD,O2q9K2X0vFpg44p2bGYnrh38n7,1920.0,1080.0,,248.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,True,3.0,74.0,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",arrowleft,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
