trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc1,task_coherence_forecasting,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_time_series,task_shipley_vocab,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_a2,task_graph_literacy,task_admc_rp,task_shipley_abstraction,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,moved_sliders,cfs_id,cfs_response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q13,shipley_abstraction_score
html-keyboard-response,2,9,0.0-2.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,ii71EhIxlb2Hm4ARULHgYkah63,,,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,39584,0.0-7.0-1.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,8,57030,0.0-7.0-2.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 17444}]",17445.0,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,57032,0.0-7.0-3.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,10,113495,0.0-7.0-4.0-0.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,56459.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,4.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",1.0,5,True,rc1_1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,11,152604,0.0-7.0-4.0-0.1,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,39109.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,5.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",1.0,1,True,rc1_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,12,213610,0.0-7.0-4.0-0.2,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,61005.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,True,6.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",1.0,1,False,rc1_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,13,274615,0.0-7.0-4.0-0.3,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,61004.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,True,7.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",1.0,3,True,rc1_4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,14,304624,0.0-7.0-4.0-0.4,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,30008.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,8.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,1,True,rc1_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,15,336981,0.0-7.0-4.0-0.5,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,32354.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,9.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,2,True,rc1_6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,16,368806,0.0-7.0-4.0-0.6,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,31823.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,10.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",1.0,1,True,rc1_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,17,368807,0.0-7.0-5.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,18,368808,0.0-7.0-6.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,19,368810,0.0-7.0-8.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,20,368975,0.0-9.0-1.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,21,389718,0.0-9.0-2.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 20741}]",20741.0,,,,,,,,,,,,cfs_general_instructions,,,,,,,,,,,,,,,,,,,False,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,22,389719,0.0-9.0-3.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,23,483852,0.0-9.0-4.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,94128.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,13.0,,,"{'trinary_A': '10', 'trinary_B': '20', 'trinary_C': '94', 'trinary_AB': '13', 'trinary_BC': '93'}",,,,"trinary_A_slider,trinary_B_slider,trinary_C_slider,trinary_AB_slider,trinary_BC_slider,","['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['10', '20', '94', '13', '93']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,24,544859,0.0-9.0-5.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,61006.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,True,14.0,,,"{'binary_statepop1': '13', 'binary_statearea1': '1', 'binary_gdp1': '85'}",,,,"binary_statepop1_slider,binary_gdp1_slider,binary_statearea1_slider,","['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['13', '1', '85']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,25,594473,0.0-9.0-6.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,49617.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,15.0,,,"{'binary_statepop2': '82', 'binary_statearea2': '88', 'binary_gdp2': '17'}",,,,"binary_statepop2_slider,binary_statearea2_slider,binary_gdp2_slider,","['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['82', '88', '17']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,26,635623,0.0-9.0-7.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,41147.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,16.0,,,"{'time1': '92', 'time2': '95', 'time3': '100'}",,,,"time1_slider,time2_slider,time3_slider,","['time1', 'time2', 'time3']","['92', '95', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,27,671483,0.0-9.0-8.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,35858.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,17.0,,,"{'time4': '75', 'time5': '99', 'time6': '100'}",,,,"time4_slider,time5_slider,time6_slider,","['time4', 'time5', 'time6']","['75', '99', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,28,725323,0.0-9.0-9.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,53836.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,18.0,,,"{'space1': '63', 'space2': '95', 'space3': '100'}",,,,"space1_slider,space2_slider,space3_slider,","['space1', 'space2', 'space3']","['63', '95', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,29,774158,0.0-9.0-10.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,48831.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,False,19.0,,,"{'space4': '42', 'space5': '83', 'space6': '100'}",,,,"space4_slider,space5_slider,space6_slider,","['space4', 'space5', 'space6']","['42', '83', '100']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,30,835162,0.0-9.0-11.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,61005.0,,,,,,,,,,,,cfs_test_trial,,,,,,,,,,,,,,,,,,,True,20.0,,,"{'confidence_interval1': '49', 'confidence_interval2': '56', 'confidence_interval3': '58'}",,,,"confidence_interval1_slider,confidence_interval2_slider,confidence_interval3_slider,","['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['49', '56', '58']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,31,835164,0.0-9.0-12.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,32,835164,0.0-9.0-13.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,33,835167,0.0-9.0-15.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Coherence Forecasting__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,34,835168,0.0-11.0-0.0-0.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,35,835327,0.0-11.0-1.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,36,931893,0.0-11.0-2.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 35178}, {'page_index': 1, 'viewing_time': 61383}]",96561.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,37,931894,0.0-11.0-3.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,38,948743,0.0-11.0-4.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 16848}]",16848.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,39,949047,0.0-11.0-5.0-0.0-0.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,40,956550,0.0-11.0-5.0-0.0-1.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,7500.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,26.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,0.0,A,harmony,text,text,large,small,0.11,0.1,400.0,10.0,44.0,1.0,356.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,41,957559,0.0-11.0-5.0-0.0-2.0,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,42,957876,0.0-11.0-5.0-0.0-0.1,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,43,959998,0.0-11.0-5.0-0.0-1.1,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,2121.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,29.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,1.0,A,conflict,text,text,large,small,0.24,0.3,400.0,10.0,96.0,3.0,304.0,7.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,44,961007,0.0-11.0-5.0-0.0-2.1,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,961313,0.0-11.0-5.0-0.0-0.2,nI96xlUaBGatfwp5LcrD,223301,3,iDhXe8PAtvOIYA2m9oSrfuWZJ8,1QavSfxxmddKOmJM0BkYt9QPul,1280.0,720.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
