"session_id","session_restart_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","cfs_id","cfs_response","wave"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3742054,961,FALSE,10515,"['time1', 'time2', 'time3']","['57', '52', '43']","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3752353,962,FALSE,10297,"['time4', 'time5', 'time6']","['65', '58', '51']","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3758734,963,FALSE,6380,"['space1', 'space2', 'space3']","['54', '49', '43']","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3767970,964,FALSE,9235,"['space4', 'space5', 'space6']","['62', '56', '51']","2.0"
"roE5s1646kIDOHR2ypn0gY8XIG","28TcpfsssHRGwhYTS43NorZ2aj",3775163,965,FALSE,7191,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['57', '54', '50']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",288465,29,FALSE,9849,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['19', '31', '35', '33', '27']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",291930,30,FALSE,3464,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['54', '59', '69']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",295869,31,FALSE,3938,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['66', '73', '79']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",299052,32,FALSE,3183,"['time1', 'time2', 'time3']","['40', '43', '51']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",303185,33,FALSE,4132,"['time4', 'time5', 'time6']","['33', '56', '65']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",305908,34,FALSE,2720,"['space1', 'space2', 'space3']","['35', '51', '60']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",309100,35,FALSE,3191,"['space4', 'space5', 'space6']","['32', '64', '82']","2.0"
"tLSjGm6Dqri4nsVHHnkVL8G3V4","VYycXONC2I51jJfJmnalaU8NU2",312476,36,FALSE,3376,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['29', '56', '64']","2.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",864590,227,FALSE,10216,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['55', '54', '58', '60', '58']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",880588,228,FALSE,15992,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['46', '45', '43']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",886451,229,FALSE,5859,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['42', '40', '42']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",891698,230,FALSE,5243,"['time1', 'time2', 'time3']","['42', '43', '43']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",939437,231,FALSE,47734,"['time4', 'time5', 'time6']","['37', '41', '41']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",944067,232,FALSE,4626,"['space1', 'space2', 'space3']","['52', '49', '56']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",948003,233,FALSE,3932,"['space4', 'space5', 'space6']","['43', '43', '47']","3.0"
"W6lW7tpcdPnwidSMJyh0KrZtZ9","FC4UOASx57sEFVAZBJFSxdRL5X",953651,234,FALSE,5643,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['51', '49', '49']","3.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",65473,13,FALSE,42569,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['60', '80', '91', '42', '39']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",92198,14,FALSE,26719,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['62', '100', '92']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",117320,15,FALSE,25117,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['29', '1', '79']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",133049,16,FALSE,15722,"['time1', 'time2', 'time3']","['9', '3', '1']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",150828,17,FALSE,17773,"['time4', 'time5', 'time6']","['89', '95', '100']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",168661,18,FALSE,17829,"['space1', 'space2', 'space3']","['96', '100', '100']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",183279,19,FALSE,14614,"['space4', 'space5', 'space6']","['80', '100', '80']","2.0"
"Ox2JDobTVCybEB6T15i8Cf82Z1","6tVhik6yMDBEBQwVOgIqfCrq0H",244284,20,TRUE,61000,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['0', '0', '0']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1386574,128,FALSE,29363,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['0', '30', '10', '20', '29']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1412922,129,FALSE,26347,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['10', '80', '80']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1430472,130,FALSE,17549,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['100', '21', '19']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1447832,131,FALSE,17359,"['time1', 'time2', 'time3']","['80', '90', '100']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1463270,132,FALSE,15437,"['time4', 'time5', 'time6']","['60', '70', '79']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1486280,133,FALSE,23009,"['space1', 'space2', 'space3']","['62', '81', '100']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1510392,134,FALSE,24111,"['space4', 'space5', 'space6']","['91', '90', '79']","2.0"
"WiMJRTZtpieHRm3ClAWipoHr0C","SGb3o2ONPK215NplFlfdAm7wub",1528033,135,FALSE,17641,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['89', '90', '100']","2.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1394615,244,FALSE,15556,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['54', '65', '71', '32', '56']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1406126,245,FALSE,11509,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['49', '63', '71']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1413998,246,FALSE,7869,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['60', '63', '66']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1428830,247,FALSE,14830,"['time1', 'time2', 'time3']","['72', '75', '73']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1439926,248,FALSE,11094,"['time4', 'time5', 'time6']","['50', '55', '57']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1450878,249,FALSE,10950,"['space1', 'space2', 'space3']","['80', '67', '72']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1457486,250,FALSE,6605,"['space4', 'space5', 'space6']","['49', '57', '71']","3.0"
"DebsBC0abituuuNqZbrWt3jR91","u09piBR9Rt2XBjdzMPHEKX1BQv",1477886,251,FALSE,20398,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['20', '30', '65']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2774655,1116,FALSE,55574,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['1', '1', '100', '0', '100']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2793920,1117,FALSE,19263,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['3', '75', '96']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2811291,1118,FALSE,17370,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['99', '96', '4']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2828281,1119,FALSE,16989,"['time1', 'time2', 'time3']","['50', '80', '85']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2838587,1120,FALSE,10304,"['time4', 'time5', 'time6']","['64', '89', '90']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2859045,1121,FALSE,20456,"['space1', 'space2', 'space3']","['100', '100', '100']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2874865,1122,FALSE,15818,"['space4', 'space5', 'space6']","['59', '90', '100']","3.0"
"pXLD8gCCp0YZ9CquUV1lQCIj5c","1zlxdqkJSNjpxeTuzeYDS0hy3y",2903367,1123,FALSE,28501,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['70', '70', '29']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13619460,128,FALSE,37542,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['50', '50', '79', '33', '57']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13637924,129,FALSE,18463,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['58', '49', '69']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13659204,130,FALSE,21279,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['50', '40', '32']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13676302,131,FALSE,17096,"['time1', 'time2', 'time3']","['75', '84', '99']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13689586,132,FALSE,13283,"['time4', 'time5', 'time6']","['65', '72', '84']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13712866,133,FALSE,23279,"['space1', 'space2', 'space3']","['100', '100', '100']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13734483,134,FALSE,21617,"['space4', 'space5', 'space6']","['59', '55', '87']","3.0"
"rDRcOADIKvymJ2TSyULLnxWo4D","6buOomZW04tVoIyk2wo6RJC08Q",13747564,135,FALSE,13079,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['48', '50', '48']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",166417,18,FALSE,48254,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['0', '10', '90', '10', '100']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",194803,19,FALSE,28383,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['80', '79', '79']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",212503,20,FALSE,17699,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['20', '19', '20']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",227852,21,FALSE,15348,"['time1', 'time2', 'time3']","['50', '60', '67']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",241257,22,FALSE,13403,"['time4', 'time5', 'time6']","['10', '15', '19']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",256903,23,FALSE,15644,"['space1', 'space2', 'space3']","['60', '80', '100']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",269915,24,FALSE,13010,"['space4', 'space5', 'space6']","['30', '50', '80']","3.0"
"q4nRVOcjo2BHXLaJItbKSgI6Cl","gkstQDYnOuTw7vuImoEZYZ5h09",298895,25,FALSE,28978,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['70', '74', '86']","3.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5319066,935,FALSE,50754,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['85', '80', '39', '79', '40']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5347266,936,FALSE,28197,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['50', '29', '29']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5376160,937,FALSE,28891,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['60', '49', '72']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5394162,938,FALSE,18000,"['time1', 'time2', 'time3']","['30', '49', '60']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5413066,939,FALSE,18901,"['time4', 'time5', 'time6']","['9', '15', '39']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5436248,940,FALSE,23179,"['space1', 'space2', 'space3']","['23', '50', '88']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5455386,941,FALSE,19136,"['space4', 'space5', 'space6']","['39', '49', '74']","2.0"
"Mx8vIXApijMaRfRVx5CwheNj7R","sRPWARk8wXzRjwNYFCV7c96tAO",5475354,942,FALSE,19965,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['49', '52', '60']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6188109,629,FALSE,53111,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['30', '40', '49', '50', '70']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6247249,630,FALSE,59138,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['65', '100', '69']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6263175,631,FALSE,15924,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['33', '0', '40']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6283498,632,FALSE,20320,"['time1', 'time2', 'time3']","['20', '45', '75']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6297149,633,FALSE,13649,"['time4', 'time5', 'time6']","['50', '59', '79']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6318437,634,FALSE,21286,"['space1', 'space2', 'space3']","['93', '89', '100']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6330671,635,FALSE,12232,"['space4', 'space5', 'space6']","['89', '90', '91']","2.0"
"Scbpoqeq5cPbK4S6JgkDakbaJk","Koo6td3nw4YcorjR8C72YXgklR",6355791,636,FALSE,25118,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['70', '66', '60']","2.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3110511,742,FALSE,39398,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['9', '15', '85', '15', '95']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3130507,743,FALSE,19995,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['84', '70', '88']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3142165,744,FALSE,11657,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['19', '27', '12']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3158043,745,FALSE,15877,"['time1', 'time2', 'time3']","['40', '50', '55']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3166903,746,FALSE,8859,"['time4', 'time5', 'time6']","['30', '35', '40']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3179659,747,FALSE,12754,"['space1', 'space2', 'space3']","['95', '100', '100']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3193182,748,FALSE,13523,"['space4', 'space5', 'space6']","['30', '40', '73']","3.0"
"eFe95CeeQAgOoze8mvOzVQ4Hv6","VjYssdBmru7tOalICnyFgzyX5R",3211502,749,FALSE,18319,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['44', '53', '79']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3570370,1165,FALSE,52359,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['30', '40', '85', '40', '100']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3598030,1166,FALSE,27653,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['65', '29', '80']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3617062,1167,FALSE,19025,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['34', '68', '20']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3629999,1168,FALSE,12928,"['time1', 'time2', 'time3']","['70', '81', '90']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3640013,1169,FALSE,10006,"['time4', 'time5', 'time6']","['39', '43', '45']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3657581,1170,FALSE,17563,"['space1', 'space2', 'space3']","['90', '100', '100']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3672021,1171,FALSE,14436,"['space4', 'space5', 'space6']","['80', '85', '99']","3.0"
"bArB5qhI33ayqzPdBGfvyVkjoA","XtClsJspMTdNEi1tNhwFIm9Eme",3694931,1172,FALSE,22902,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['49', '69', '84']","3.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",470988,78,FALSE,47469,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['49', '59', '90', '40', '78']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",489543,79,FALSE,18551,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['99', '9', '70']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",512496,80,FALSE,22949,"['binary_statepop2', 'binary_statearea2', 'binary_gdp2']","['0', '100', '30']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",527952,81,FALSE,15453,"['time1', 'time2', 'time3']","['39', '50', '61']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",541372,82,FALSE,13417,"['time4', 'time5', 'time6']","['19', '29', '40']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",562093,83,FALSE,20719,"['space1', 'space2', 'space3']","['50', '70', '99']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",578275,84,FALSE,16178,"['space4', 'space5', 'space6']","['50', '60', '70']","2.0"
"MEb7oXeDnmtQ0bC3VQKEpwBH12","9NAozSzIlnTayeZyZgRhswlCbv",602696,85,FALSE,24419,"['confidence_interval1', 'confidence_interval2', 'confidence_interval3']","['49', '18', '30']","2.0"
"e93AKbQfQkjIawUmpnrHDyMCEn","r0TGG1ZeRumnSXFJlaV9vR7MW6",4094253,1103,FALSE,29251,"['trinary_A', 'trinary_B', 'trinary_C', 'trinary_AB', 'trinary_BC']","['80', '83', '19', '20', '6']","2.0"
"e93AKbQfQkjIawUmpnrHDyMCEn","r0TGG1ZeRumnSXFJlaV9vR7MW6",4115467,1104,FALSE,21207,"['binary_statepop1', 'binary_statearea1', 'binary_gdp1']","['60', '21', '48']","2.0"
