"session_id","time_elapsed","trial_index","custom_timer_ended_trial","rt","shipley_abstraction_1_0","shipley_abstraction_2_0","shipley_abstraction_2_1","shipley_abstraction_3_0","shipley_abstraction_4_0","shipley_abstraction_5_0","shipley_abstraction_6_0","shipley_abstraction_6_1","shipley_abstraction_6_2","shipley_abstraction_6_3","shipley_abstraction_7_0","shipley_abstraction_7_1","shipley_abstraction_7_2","shipley_abstraction_8_0","shipley_abstraction_8_1","shipley_abstraction_9_0","shipley_abstraction_10_0","shipley_abstraction_10_1","shipley_abstraction_11_0","shipley_abstraction_11_1","shipley_abstraction_12_0","shipley_abstraction_12_1","shipley_abstraction_12_2","shipley_abstraction_12_3","shipley_abstraction_12_4","shipley_abstraction_13_0","shipley_abstraction_13_1","shipley_abstraction_13_2","shipley_abstraction_13_3","shipley_abstraction_14_0","shipley_abstraction_15_0","shipley_abstraction_15_1","shipley_abstraction_15_2","shipley_abstraction_16_0","shipley_abstraction_16_1","shipley_abstraction_17_0","shipley_abstraction_17_1","shipley_abstraction_17_2","shipley_abstraction_17_3","shipley_abstraction_17_4","shipley_abstraction_18_0","shipley_abstraction_19_0","shipley_abstraction_20_0","shipley_abstraction_21_0","shipley_abstraction_22_0","shipley_abstraction_22_1","shipley_abstraction_23_0","shipley_abstraction_23_1","shipley_abstraction_23_2","shipley_abstraction_23_3","shipley_abstraction_23_4","shipley_abstraction_23_5","shipley_abstraction_24_0","shipley_abstraction_25_0","shipley_abstraction_25_1","shipley_abstraction_25_2","shipley_abstraction_total"
"8qixQtHJtiBigJXgJ3DsAOYMPZ",3221014,1003,TRUE,721009,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,42
"9MHMZiIjIFlOXQrL96jgtvLjNX",1699463,514,FALSE,508728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,51
"9Z23XVR1txqxlnkS4FrADXJJYX",3713098,485,TRUE,721014,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"a19rHSdiFVGUooGIpt4JTlm8rU",521577697,1318,TRUE,721003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,46
"aCRZ9G2SjYdjhSdhv0EVWtu3zf",1551125,597,TRUE,721005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,43
"aHbDyZDqRQLR45i8PyzhnUVAjB",1160395,79,FALSE,504935,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"AhL3JJPmYLUWNDGh3AWGODXbd8",392002,13,FALSE,371839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,50
"Avuf0vVgDRFqnXsipPN5gmMlsx",14204945,1198,FALSE,432684,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24
"b9CoBZdE1dRpzYftOrE2yXFZxW",3092442,300,FALSE,287670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,50
"biu5BgZV2AePGJMpaEXIG7u0N3",5436909,1187,TRUE,721005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,49
"Btv6DW5t4hYjU2UmGI30tO0KK0",780633,13,TRUE,726696,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"bvAaKjW3VkCWdyx5bV8NgXUxtz",1825934,80,FALSE,680569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,52
"byZYddLoxLHuZXdw23fIIItShq",4510140,963,TRUE,721001,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"CC2biVSNgQFMIbtAYx6A2NqJAo",961303,28,FALSE,433939,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,44
"CftPJFR3yijEMNwpuvLEHE8vV1",692449,13,FALSE,664809,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ck6V84uBWTQ0OT8tRmPeoiisPQ",3697480,1219,FALSE,340220,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36
"CQ8GEMQbP51TjUnltpTPAXpVGz",6177096,859,TRUE,721008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,44
"Cy6b2RS5kN1tUB5CqZa35PHJEE",1774427,714,FALSE,304803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,53
"DebsBC0abituuuNqZbrWt3jR91",3012933,855,FALSE,250261,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"dIABU0Qj3GWpZlmiew95xrArZQ",4087557,1219,FALSE,303830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,48
"dWYbmDfgn4nM3dSjrMEjnw2han",226284310,786,TRUE,131786278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"DxbwcaAoEajPvz0vJinSnrMizK",742334,42,FALSE,454793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,51
"E3zMBre7EWQqIFWrLWlBW7xF35",4616898,1289,FALSE,383129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,52
"e8YNQAbf9k7kVtvwh9tUSCvbiv",12362217,1372,TRUE,721001,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"EbB54t6yMf8DcNMNjwNZwJqNdI",1541503,168,FALSE,401873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,44
"eFe95CeeQAgOoze8mvOzVQ4Hv6",2539309,145,FALSE,435650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,50
"ej51TZSS31SzLdNOEOsvRfqW94",2534956,214,FALSE,464164,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26
"eSgq6CRJVI1Y4ZCp0Ez62rWAN8",1465802,68,TRUE,721003,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"et9NSNEdDtSDAvZjDZxzECiVKm",2880483,1192,FALSE,714527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,51
"EUUs10sKsaeECCMRzsRGqdgb7i",1858499,479,FALSE,623504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,48
"eWPg7KQoZBF9ZG0CtnIc7eBdcX",885827,21,FALSE,689539,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,36
"ExLZOIbzz6r2qubVx5fIZQIgY8",692613,13,FALSE,670259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,44
"F5BWw9c9u6U75ADCXUbZ9yfZ8p",2537573,476,FALSE,524335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,55
"fezpTC0SYAVdLOKQ78T8HKtdGu",3813217,644,FALSE,643737,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,37
"FHhc3HyKK6VgbFpLzcyRG1fcyB",742511,13,FALSE,701449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,52
"FMBMeA5wVCrxkGLNXgg9KNOf4d",3590612,595,FALSE,720886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,52
"FpCbuqX8JbcIFJ7fQFgZXCJjss",2152750,471,FALSE,619390,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36
"furogonqYxMFxbo30pjpbZPrKT",2851562,605,FALSE,654633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,52
"Fx112IFb6PKeS3tZJYFjMRB641",1904971,260,FALSE,593714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,42
"G0APNAVl50xWcSR7tOqyClaPyf",7365342,1342,FALSE,616776,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,43
"gjpBcXhxKxRn0Eekog3T3kJvcQ",306612749,1323,FALSE,549045,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29
"gkDrWPrB3VWWEhzsFHU6dYzRW3",3446267,1146,FALSE,409472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,47
"GmnxFUpWp5TYtFUQihz17RlBnE",1421546,384,FALSE,512964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,54
"GQsfZVeuxdSH1Esw4qD9r2PCVj",926050,21,TRUE,721004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,46
"Gs5GNIfI1EsQ3Ful5CBfylBy21",4189124,1235,FALSE,541988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,38
"GUfxRJ6wWRzlKg15RpISP7Hqgf",1031507,79,FALSE,720073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,42
"GvoKVfUlikOBNGQs42JXAH52LS",1742103,539,FALSE,284106,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"h583RYORXtRkVOy067RJhA4Kz3",3012319,836,FALSE,557556,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"HChd9Aq24EOQ2eU4y7ueo8kRdo",1405986,76,FALSE,674812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,47
"HHhuEJ8SU5LmTkqrbBjgraaoYw",4626696,1221,FALSE,484837,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,37
"hlLSGQ2Y8iKyUgNCJPslTdULz5",690285,13,FALSE,651890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39
"HMorbafmvWgMbQra1aeUeCDZUt",2310910,648,FALSE,622250,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,39
"HqbgUkO3OIjzL5eJ93pHNmiOro",1004340,42,FALSE,577687,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,40
"huarkAdGUzInDTezY7mCxOMCMo",2907199,1113,FALSE,584882,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,39
